id,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,guests_included,minimum_nights,TV,Wireless_Internet,Kitchen,Free_Parking_on_Premises,Pets_live_on_this_property,Dogs,Heating,Family_or_Kid_Friendly,Washer,Dryer,Smoke_Detector,Fire_Extinguisher,Essentials,Shampoo,Laptop_Friendly_Workspace,Internet,Air_Conditioning,Pets_Allowed,Carbon_Monoxide_Detector,Lock_on_Bedroom_Door,Hangers,Hair_Dryer,Iron,Cable_TV,First_Aid_Kit,Safety_Card,Breakfast,Cats,Indoor_Fireplace,Twenty_four_Hour_Check_in,Hot_Tub,Buzzer_or_Wireless_Intercom,Other_pets,Washer_or_Dryer,Smoking_Allowed,Suitable_for_Events,Wheelchair_Accessible,Gym,Elevator_in_Building,Pool,Doorman,Paid_Parking_Off_Premises,Free_Parking_on_Street,price
12147973,Roslindale,House,Entire home/apt,4,1.5,2,3,Real Bed,1,2,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,250
3075044,Roslindale,Apartment,Private room,2,1,1,1,Real Bed,0,2,T,T,T,F,T,T,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,65
6976,Roslindale,Apartment,Private room,2,1,1,1,Real Bed,1,3,T,T,T,T,F,F,T,F,T,T,T,F,T,T,F,F,T,F,T,T,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,65
7651065,Roslindale,House,Private room,2,1.5,1,2,Real Bed,1,2,F,T,T,F,F,F,T,F,F,F,T,F,T,T,F,T,T,F,T,F,T,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,79
12386020,Roslindale,Condominium,Private room,2,1,1,1,Real Bed,1,2,F,T,T,T,T,F,T,T,F,F,T,F,F,F,F,F,T,F,T,F,T,F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,75
2843445,Roslindale,House,Private room,2,2,1,1,Real Bed,1,1,T,T,F,T,T,T,T,F,T,T,T,T,T,T,T,T,T,F,T,F,T,T,T,F,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,75
753446,Roslindale,Condominium,Private room,2,1,1,2,Real Bed,2,2,F,T,F,F,T,F,T,T,F,F,T,F,F,T,F,F,F,F,T,F,T,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,58
849408,Roslindale,Apartment,Entire home/apt,5,1,2,2,Real Bed,4,4,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T,T,T,F,T,F,T,T,T,T,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,229
12023024,Roslindale,House,Private room,2,1,1,1,Real Bed,1,1,T,T,T,T,F,F,T,T,T,T,T,F,T,F,F,F,T,F,T,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,60
1668313,Roslindale,House,Private room,1,1,1,1,Real Bed,1,1,T,T,F,T,T,F,T,F,T,T,F,F,F,F,F,T,T,T,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,57
2684840,Roslindale,Condominium,Entire home/apt,4,1,2,2,Real Bed,1,1,F,T,T,T,T,T,T,T,T,T,T,T,T,T,T,F,T,F,F,F,F,T,T,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,93
13547301,Roslindale,Apartment,Entire home/apt,5,1,2,3,Real Bed,5,2,T,T,T,T,F,F,T,T,F,F,T,T,T,T,T,T,T,F,T,F,T,T,T,F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,150
5434353,Roslindale,House,Entire home/apt,2,1.5,2,2,Real Bed,2,3,F,T,T,T,F,F,T,F,T,T,T,T,T,T,F,T,F,T,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,145
225979,Roslindale,Apartment,Private room,1,0,1,1,Real Bed,1,1,T,T,T,T,F,F,T,F,F,F,T,T,T,T,F,T,T,F,T,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,60
3420384,Roslindale,House,Private room,4,1,1,3,Real Bed,3,3,T,T,T,T,F,F,T,T,T,T,T,T,F,F,F,T,F,F,T,F,F,F,F,T,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,165
13512930,Roslindale,Condominium,Private room,2,1,1,1,Real Bed,1,1,T,T,T,T,F,F,T,F,T,T,T,T,T,T,T,F,T,F,F,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,75
7482195,Roslindale,House,Private room,1,1,1,1,Real Bed,1,5,F,T,T,T,F,F,T,F,T,T,T,F,T,T,F,T,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,49
2583074,Roslindale,Villa,Private room,1,2.5,1,1,Real Bed,1,2,F,T,T,F,F,F,T,F,T,T,T,F,T,F,F,T,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,40
13251243,Roslindale,House,Entire home/apt,3,1,0,2,Real Bed,3,2,T,T,F,F,F,F,T,T,F,F,T,T,T,T,T,T,T,F,T,F,T,T,T,F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,120
225834,Roslindale,Apartment,Private room,2,0,1,1,Real Bed,1,1,T,T,T,T,F,F,T,F,F,F,T,T,T,T,T,T,T,F,T,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,70
5498472,Roslindale,House,Entire home/apt,5,3.5,4,3,Real Bed,1,14,T,T,T,T,F,F,T,T,T,T,T,T,T,F,F,T,T,F,T,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,175
894539,Roslindale,House,Private room,2,1.5,1,1,Real Bed,1,1,T,T,T,T,T,F,T,T,T,T,T,T,T,F,T,T,T,T,T,F,T,T,T,T,T,F,T,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,95
879929,Roslindale,Apartment,Private room,2,1,1,1,Real Bed,1,1,F,T,T,T,T,F,T,F,T,T,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,90
9218312,Roslindale,House,Private room,2,1,1,1,Real Bed,1,2,F,T,F,T,F,F,T,F,F,F,T,T,T,T,T,F,F,F,F,F,T,F,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,95
321328,Roslindale,Apartment,Private room,2,1,1,2,Real Bed,1,1,F,T,T,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,100
1810172,Roslindale,House,Private room,2,1,1,1,Real Bed,1,1,T,T,F,T,T,F,T,T,T,T,T,F,T,T,F,T,T,T,T,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,67
6513924,Roslindale,Condominium,Private room,1,1,1,1,Real Bed,1,1,T,F,T,T,F,F,T,F,T,T,T,F,T,T,T,F,T,F,T,F,T,F,T,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,55
7093109,Roslindale,Apartment,Entire home/apt,6,1,2,2,Real Bed,4,2,T,T,T,F,F,F,T,T,F,F,T,T,T,T,F,T,T,F,T,F,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,200
14690527,Roslindale,Apartment,Entire home/apt,4,1,1,2,Real Bed,1,1,T,T,T,F,F,F,T,T,T,T,T,F,T,T,F,F,T,F,F,T,F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,150
7086825,Roslindale,House,Private room,1,1,1,1,Real Bed,1,5,T,T,T,T,F,F,T,F,T,T,T,F,T,T,F,T,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,49
1861070,Roslindale,House,Private room,1,1.5,1,1,Real Bed,1,1,T,T,T,T,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,75
4283698,Roslindale,House,Entire home/apt,4,1,1,2,Real Bed,2,3,T,T,T,T,T,T,T,T,F,F,T,T,T,F,T,T,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,110
8548176,Roslindale,House,Entire home/apt,16,1,3,5,Real Bed,1,1,T,T,T,T,F,F,T,T,F,F,T,T,T,T,T,F,F,F,T,F,T,T,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,125
4922204,Roslindale,House,Entire home/apt,16,2.5,3,7,Real Bed,1,1,T,T,T,T,F,F,T,F,F,F,T,T,T,T,T,T,T,F,T,F,T,T,T,F,T,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,200
4085362,Roslindale,House,Private room,2,2,1,1,Real Bed,1,1,T,T,F,T,T,T,T,F,T,T,T,T,T,T,T,T,T,F,T,F,T,T,T,F,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,75
3755609,Roslindale,House,Private room,1,1,1,1,Real Bed,1,3,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,78
13768853,Roslindale,Apartment,Private room,4,1,1,2,Real Bed,1,2,F,T,T,F,F,F,F,F,T,T,T,T,T,F,T,F,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,50
1936861,Roslindale,Apartment,Private room,1,1,1,1,Real Bed,1,1,F,T,T,T,T,F,T,T,T,T,T,F,T,T,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,60
4461111,Roslindale,House,Private room,1,1.5,1,1,Real Bed,1,2,F,T,T,F,F,F,T,F,T,T,T,F,T,F,F,T,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,45
1724900,Roslindale,House,Entire home/apt,4,1,2,2,Real Bed,3,5,T,T,T,T,F,F,T,F,F,F,T,F,T,T,T,T,F,F,F,F,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,145
13937181,Roslindale,House,Private room,2,2,1,1,Real Bed,1,2,F,T,T,F,F,F,T,F,F,F,T,T,T,F,T,F,F,F,T,F,T,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,45
3968797,Roslindale,House,Private room,2,1.5,1,1,Real Bed,1,1,T,T,T,T,T,F,T,T,T,T,F,F,T,F,T,T,T,F,F,F,T,T,T,T,F,F,F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,85
1494726,Roslindale,House,Private room,1,1,1,1,Real Bed,1,3,F,T,F,T,T,F,T,T,T,T,T,T,T,F,T,T,T,F,T,F,T,T,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,75
8473851,Roslindale,House,Private room,2,2,1,1,Real Bed,1,2,T,T,T,F,T,T,T,T,T,T,T,F,T,T,T,T,F,F,T,F,T,T,T,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,50
3575220,Roslindale,House,Private room,1,2.5,1,1,Real Bed,1,2,F,T,T,F,F,F,T,F,T,T,T,F,T,F,F,T,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,45
1591827,Roslindale,House,Private room,2,1,1,1,Real Bed,2,2,T,T,T,F,T,T,T,F,T,T,T,T,T,T,F,T,T,F,T,F,F,F,F,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,60
3229255,Roslindale,Apartment,Entire home/apt,3,1,1,1,Real Bed,1,1,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T,T,T,F,T,F,T,T,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,95
12535687,Roslindale,Apartment,Entire home/apt,3,1,0,2,Real Bed,1,2,F,T,T,T,T,F,T,T,T,T,T,T,T,T,F,F,T,T,T,F,T,T,T,F,T,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,110
12927298,Roslindale,House,Entire home/apt,7,2,3,3,Real Bed,5,3,T,T,T,T,F,F,T,T,T,T,T,T,T,F,F,F,T,T,T,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,285
169938,Jamaica Plain,Apartment,Entire home/apt,4,1,1,1,Real Bed,4,3,T,F,T,T,F,F,T,T,T,T,F,F,F,F,F,T,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,140
594693,Jamaica Plain,Apartment,Private room,2,1,1,1,Real Bed,1,2,T,T,T,F,T,T,T,T,T,T,T,T,F,F,F,T,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,70
2384581,Jamaica Plain,House,Private room,2,1,1,1,Real Bed,1,1,T,T,T,T,F,F,T,F,T,T,F,F,T,T,T,F,T,F,F,F,T,T,T,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,95
735970,Jamaica Plain,Bed & Breakfast,Private room,2,1,1,1,Real Bed,1,300,T,T,T,F,F,F,T,F,T,T,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,F,T,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,55
4262255,Jamaica Plain,Apartment,Private room,2,1,1,1,Real Bed,1,2,T,T,T,T,F,F,T,F,T,T,T,T,T,T,F,T,T,F,T,F,T,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,80
4000384,Jamaica Plain,House,Private room,2,1,1,1,Real Bed,1,2,F,T,T,T,T,T,T,F,T,T,T,F,T,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,120
6693305,Jamaica Plain,Apartment,Private room,2,1,1,1,Real Bed,1,1,T,T,T,F,T,F,F,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,65
6730758,Jamaica Plain,Apartment,Private room,4,1,1,2,Real Bed,2,2,T,T,F,T,F,T,T,T,F,F,T,T,T,T,T,T,T,F,T,F,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,100
12806707,Jamaica Plain,House,Private room,1,1,1,1,Real Bed,1,2,F,T,T,T,F,F,T,F,T,T,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,T,F,F,F,F,F,F,F,60
14246616,Jamaica Plain,Apartment,Private room,2,1,1,1,Real Bed,1,2,T,T,T,F,F,F,F,F,F,T,T,F,T,T,F,F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,63
3703674,Jamaica Plain,Townhouse,Private room,2,1,1,1,Real Bed,1,1,T,T,T,F,F,F,T,F,T,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,75
4792901,Jamaica Plain,House,Private room,2,1,1,1,Real Bed,1,1,F,T,T,F,F,F,T,F,T,T,T,T,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,65
5717528,Jamaica Plain,Apartment,Private room,1,1,1,1,Real Bed,1,1,T,T,T,T,T,T,T,F,T,T,T,F,T,F,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,110
5601743,Jamaica Plain,House,Private room,2,1,1,1,Real Bed,2,2,F,T,T,T,F,F,T,T,T,T,T,T,T,T,T,T,F,F,T,F,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,46
13333862,Jamaica Plain,Apartment,Private room,3,1,1,1,Real Bed,1,2,T,T,T,F,F,F,T,T,T,T,T,T,T,T,F,F,T,F,T,T,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,75
519272,Jamaica Plain,Apartment,Private room,2,1.5,1,1,Real Bed,2,3,F,T,F,F,F,F,T,T,F,F,T,T,T,F,F,T,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,62
14090779,Jamaica Plain,Condominium,Private room,2,1.5,1,1,Real Bed,1,2,F,T,T,F,F,F,T,F,F,F,F,F,T,F,F,F,T,F,F,F,F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,69
8481291,Jamaica Plain,Apartment,Private room,2,1,1,1,Real Bed,1,2,F,T,T,F,F,F,T,F,T,T,T,T,T,T,F,T,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,69
6990904,Jamaica Plain,House,Private room,2,2,1,1,Real Bed,1,1,F,T,F,F,T,F,T,T,T,T,T,F,T,T,F,T,T,F,T,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,73
197727,Jamaica Plain,Apartment,Private room,1,1,1,1,Real Bed,1,2,T,T,T,T,T,T,T,F,T,T,F,F,F,F,F,T,F,F,F,F,F,T,T,T,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,85
932853,Jamaica Plain,Apartment,Private room,2,2,1,1,Real Bed,1,1,T,T,T,T,F,F,T,T,T,T,T,T,T,T,F,T,T,T,T,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,120
11159585,Jamaica Plain,House,Private room,2,3.5,1,2,Real Bed,1,2,F,T,F,T,T,T,T,F,T,T,T,T,F,F,F,F,F,F,T,T,F,F,F,T,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,125
9677354,Jamaica Plain,Apartment,Private room,1,1,1,1,Pull-out Sofa,1,1,F,T,T,T,F,F,T,F,F,F,T,F,T,T,T,T,F,F,T,F,T,T,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,70
13426831,Jamaica Plain,Condominium,Private room,2,1,1,1,Real Bed,1,1,F,T,T,F,F,F,T,F,F,F,T,T,T,T,F,F,F,F,T,T,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,100
7956634,Jamaica Plain,Condominium,Private room,2,1,1,1,Real Bed,1,1,T,T,T,F,T,F,T,T,T,T,T,T,T,T,T,T,F,F,T,F,T,T,T,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,61
568234,Jamaica Plain,House,Private room,4,1,1,2,Real Bed,2,1,T,T,T,T,F,F,T,F,T,T,T,T,T,T,F,T,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,125
1030500,Jamaica Plain,Apartment,Private room,2,1,1,1,Real Bed,1,1,F,T,T,T,F,F,T,T,T,T,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,100
13652374,Jamaica Plain,Apartment,Private room,1,1,1,1,Real Bed,1,1,F,T,T,F,F,F,T,F,T,T,T,F,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,27
12930651,Jamaica Plain,Apartment,Private room,2,1,1,1,Real Bed,1,2,T,T,F,F,T,F,T,F,T,T,T,F,T,T,T,F,T,F,T,T,T,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,80
3997572,Jamaica Plain,House,Private room,2,1,1,1,Real Bed,1,1,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,85
4223387,Jamaica Plain,House,Private room,3,1,1,2,Real Bed,1,1,F,T,F,T,F,F,T,T,F,F,T,F,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,75
12426823,Jamaica Plain,Apartment,Private room,2,1,1,1,Real Bed,1,1,T,T,T,F,F,F,T,T,T,T,T,F,T,F,T,T,T,F,F,F,F,T,T,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,100
14361322,Jamaica Plain,Apartment,Private room,1,1,1,1,Real Bed,1,1,F,T,T,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,40
2963419,Jamaica Plain,House,Private room,1,1,1,1,Real Bed,1,4,T,T,T,T,F,F,T,F,T,T,T,T,T,T,F,T,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,100
5904732,Jamaica Plain,House,Private room,2,2.5,1,1,Real Bed,1,1,F,T,T,F,T,F,T,T,F,F,T,F,T,F,F,T,F,F,T,F,F,F,F,F,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,70
3591359,Jamaica Plain,Apartment,Entire home/apt,4,1,2,2,Real Bed,2,4,F,T,T,T,F,F,T,T,T,F,T,F,T,T,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,190
4975581,Jamaica Plain,Apartment,Entire home/apt,6,1,2,2,Real Bed,1,3,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T,T,T,F,T,F,T,T,T,T,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,168
4767023,Jamaica Plain,House,Entire home/apt,5,2,3,4,Real Bed,1,2,T,T,T,F,F,F,T,T,T,T,T,T,T,F,F,T,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,205
6364042,Jamaica Plain,House,Private room,2,2.5,1,1,Real Bed,1,1,F,T,T,F,T,F,T,T,F,F,T,F,T,F,F,T,F,F,T,F,F,F,F,T,T,F,F,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,65
7986179,Jamaica Plain,Apartment,Entire home/apt,2,1,1,1,Futon,1,1,T,T,T,T,F,F,T,T,F,F,T,T,F,F,T,T,F,F,F,F,T,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,75
14109003,Jamaica Plain,Condominium,Entire home/apt,4,1,2,4,Real Bed,1,1,T,F,T,F,F,F,T,F,T,T,F,F,T,F,T,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,117
1109224,Jamaica Plain,Apartment,Entire home/apt,8,2,4,6,Real Bed,6,3,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T,T,T,F,T,F,T,T,T,T,T,F,F,F,T,T,F,F,F,F,F,T,F,F,F,F,F,F,F,429
1067184,Jamaica Plain,Apartment,Private room,2,1,1,1,Real Bed,1,2,T,T,T,F,T,F,T,F,T,T,T,F,F,F,F,T,F,F,T,F,F,F,F,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,95
13215952,Jamaica Plain,Apartment,Private room,2,1,1,1,Real Bed,1,1,F,T,T,F,F,F,T,F,T,T,F,F,T,T,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,69
1301500,Jamaica Plain,Apartment,Private room,2,1,1,1,Futon,1,3,T,T,T,T,T,F,T,F,F,F,T,T,T,T,F,T,T,F,T,F,T,T,T,T,T,T,F,T,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,69
8923817,Jamaica Plain,House,Entire home/apt,2,1,1,1,Real Bed,1,2,T,T,F,T,F,F,T,F,F,F,T,T,F,F,T,T,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,165
14057466,Jamaica Plain,Apartment,Entire home/apt,4,1,2,2,Real Bed,4,5,T,T,T,T,T,T,T,T,T,T,T,T,T,F,F,T,T,F,T,T,T,T,T,T,T,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,150
14909417,Jamaica Plain,Condominium,Entire home/apt,7,1,4,4,Real Bed,6,1,F,T,T,F,F,F,T,T,T,T,T,T,T,T,T,T,T,F,T,F,T,T,T,F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,267
5521378,Jamaica Plain,Apartment,Private room,2,1,1,1,Real Bed,1,2,F,T,T,T,T,F,T,T,T,T,T,T,T,T,T,T,T,F,T,F,T,T,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,87
13041602,Jamaica Plain,Townhouse,Private room,2,1,1,1,Real Bed,1,2,F,T,T,F,F,F,T,F,T,T,F,T,T,T,T,F,T,F,T,F,T,T,T,F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,62
2621242,Jamaica Plain,Apartment,Entire home/apt,2,1,1,1,Real Bed,2,2,T,F,T,F,F,F,T,F,T,T,T,T,T,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,110
950046,Jamaica Plain,Apartment,Entire home/apt,6,2,3,3,Real Bed,1,4,T,T,T,F,F,F,T,T,T,T,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,250
3342094,Jamaica Plain,Apartment,Entire home/apt,6,1,2,2,Real Bed,2,2,F,T,T,T,F,F,T,F,T,T,T,T,T,T,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,150
5652147,Jamaica Plain,House,Entire home/apt,7,2,3,4,Real Bed,2,2,T,T,T,T,F,F,T,T,T,T,T,T,T,T,F,T,T,F,T,F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,300
14105971,Jamaica Plain,Apartment,Entire home/apt,2,1,0,1,Real Bed,1,1,T,T,F,F,F,F,T,T,T,T,T,F,T,T,T,T,T,F,T,F,T,T,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,119
2875267,Jamaica Plain,Apartment,Entire home/apt,2,1,0,1,Real Bed,2,2,T,T,T,T,F,F,T,F,F,F,T,T,T,T,T,T,T,F,T,F,T,T,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,175
9485607,Jamaica Plain,House,Entire home/apt,6,2,2,2,Real Bed,3,4,T,T,T,T,F,F,T,T,T,T,T,T,T,T,T,T,T,F,T,F,T,T,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,195
